"monetary","total","persentase"
"1888.55","1","0.04"
"1889.45","1","0.04"
"1896.39","1","0.04"
"1896.50","1","0.04"
"1907.02","1","0.04"
"1910.40","1","0.04"
"1911.11","1","0.04"
"1915.28","1","0.04"
"1915.65","1","0.04"
"1915.95","1","0.04"
"1916.02","1","0.04"
"1919.79","1","0.04"
"1920.99","1","0.04"
"1926.03","1","0.04"
"1927.05","1","0.04"
"1927.33","1","0.04"
"1927.7400000000000001665335","1","0.04"
"1929.23","1","0.04"
"1934.11","1","0.04"
"1934.45","2","0.08"
"1937.39","1","0.04"
"1943.73","1","0.04"
"1948.99","1","0.04"
"1950.26","1","0.04"
"1953.06","1","0.04"
"1954.34","1","0.04"
"1955.25","1","0.04"
"1960.24","1","0.04"
"1962.26","1","0.04"
"1965.65","1","0.04"
"1966.38","1","0.04"
"1969.93","1","0.04"
"1973.54","1","0.04"
"1974.49","1","0.04"
"1975.04","1","0.04"
"1975.56","1","0.04"
"1976.48","1","0.04"
"1978.76","1","0.04"
"1978.83","1","0.04"
"1980.62","1","0.04"
"1984.58","1","0.04"
"1984.73","1","0.04"
"1985.86","1","0.04"
"1988.91","1","0.04"
"1988.97","1","0.04"
"1990.12","1","0.04"
"1991.29","1","0.04"
"1991.33","1","0.04"
"1993.06","1","0.04"
"1994.23","1","0.04"
"1994.47","1","0.04"
"2014.66","1","0.04"
"2017.18","1","0.04"
"2018.95","1","0.04"
"2019.25","1","0.04"
"2022.54","1","0.04"
"2023.37","1","0.04"
"2024.51","1","0.04"
"2025.08","1","0.04"
"2027.00","1","0.04"
"2028.47","1","0.04"
"2032.54","1","0.04"
"2035.10","1","0.04"
"2036.66","1","0.04"
"2036.84","1","0.04"
"2039.68","1","0.04"
"2041.45","1","0.04"
"2041.93","1","0.04"
"2042.17","1","0.04"
"2043.13","1","0.04"
"2044.85","1","0.04"
"2045.50","1","0.04"
"2047.26","1","0.04"
"2047.64","1","0.04"
"2049.58","1","0.04"
"2052.29","1","0.04"
"2052.67","1","0.04"
"2053.02","1","0.04"
"2053.56","1","0.04"
"2055.92","1","0.04"
"2057.47","1","0.04"
"2057.89","1","0.04"
"2057.90","1","0.04"
"2057.95","1","0.04"
"2059.76","1","0.04"
"2064.11","1","0.04"
"2065.10","1","0.04"
"2068.17","1","0.04"
"2068.50","1","0.04"
"2071.15","1","0.04"
"2073.62","1","0.04"
"2084.11","1","0.04"
"2086.12","1","0.04"
"2089.29","1","0.04"
"2089.80","1","0.04"
"2092.60","1","0.04"
"2093.06","1","0.04"
"2095.83","1","0.04"
"2096.12","1","0.04"
"2100.28","1","0.04"
"2101.05","1","0.04"
"2102.36","1","0.04"
"2103.40","1","0.04"
"2104.91","1","0.04"
"2106.09","1","0.04"
"2108.17","1","0.04"
"2111.55","1","0.04"
"2119.62","1","0.04"
"2120.93","1","0.04"
"2121.89","1","0.04"
"2124.23","1","0.04"
"2124.43","1","0.04"
"2125.51","1","0.04"
"2126.31","1","0.04"
"2130.58","1","0.04"
"2130.77","1","0.04"
"2137.62","1","0.04"
"2138.59","1","0.04"
"2138.71","1","0.04"
"2140.10","1","0.04"
"2141.64","1","0.04"
"2141.78","1","0.04"
"2143.87","1","0.04"
"2145.71","1","0.04"
"2154.25","1","0.04"
"2154.43","1","0.04"
"2154.63","1","0.04"
"2156.65","1","0.04"
"2158.85","1","0.04"
"2159.78","1","0.04"
"2160.82","1","0.04"
"2174.55","1","0.04"
"2175.19","1","0.04"
"2177.04","1","0.04"
"2177.13","1","0.04"
"2177.16","1","0.04"
"2177.52","1","0.04"
"2177.55","1","0.04"
"2180.22","1","0.04"
"2183.53","1","0.04"
"2185.28","1","0.04"
"2187.88","1","0.04"
"2194.3100000000000008881784","1","0.04"
"2196.58","1","0.04"
"2201.47","1","0.04"
"2206.06","1","0.04"
"2206.11","1","0.04"
"2208.34","1","0.04"
"2210.04","1","0.04"
"2211.08","1","0.04"
"2220.15","1","0.04"
"2220.85","1","0.04"
"2221.48","1","0.04"
"2222.05","1","0.04"
"2225.58","1","0.04"
"2232.75","1","0.04"
"2233.84","1","0.04"
"2237.21","1","0.04"
"2237.91","1","0.04"
"2239.34","1","0.04"
"2241.01","1","0.04"
"2244.06","1","0.04"
"2244.17","1","0.04"
"2245.76","1","0.04"
"2246.20","1","0.04"
"2246.36","1","0.04"
"2253.25","1","0.04"
"2256.45","1","0.04"
"2259.16","1","0.04"
"2260.46","1","0.04"
"2263.40","1","0.04"
"2265.90","1","0.04"
"2268.51","1","0.04"
"2275.67","1","0.04"
"2283.69","2","0.08"
"2285.59","1","0.04"
"2289.47","1","0.04"
"2290.54","1","0.04"
"2292.52","1","0.04"
"2294.62","1","0.04"
"2295.16","1","0.04"
"2298.84","1","0.04"
"2299.35","1","0.04"
"2301.40","1","0.04"
"2304.15","1","0.04"
"2305.00","1","0.04"
"2305.51","1","0.04"
"2311.65","1","0.04"
"2313.52","1","0.04"
"2315.07","1","0.04"
"2316.24","1","0.04"
"2317.90","1","0.04"
"2318.74","1","0.04"
"2323.92","1","0.04"
"2324.19","1","0.04"
"2325.59","1","0.04"
"2328.37","1","0.04"
"2329.13","1","0.04"
"2330.08","1","0.04"
"2330.87","1","0.04"
"2332.45","1","0.04"
"2333.16","1","0.04"
"2334.53","1","0.04"
"2335.47","1","0.04"
"2336.18","1","0.04"
"2339.27","1","0.04"
"2342.51","1","0.04"
"2354.22","1","0.04"
"2355.31","1","0.04"
"2359.12","1","0.04"
"2363.16","1","0.04"
"2363.78","1","0.04"
"2369.90","1","0.04"
"2371.59","1","0.04"
"2373.74","1","0.04"
"2375.86","1","0.04"
"2376.28","1","0.04"
"2377.09","1","0.04"
"2383.54","1","0.04"
"2384.25","1","0.04"
"2384.37","1","0.04"
"2389.20","1","0.04"
"2389.96","1","0.04"
"2392.72","1","0.04"
"2401.41","1","0.04"
"2401.78","1","0.04"
"2402.11","1","0.04"
"2404.81","1","0.04"
"2404.98","1","0.04"
"2408.11","1","0.04"
"2408.74","1","0.04"
"2415.49","1","0.04"
"2418.88","1","0.04"
"2421.39","1","0.04"
"2423.25","1","0.04"
"2425.66","1","0.04"
"2426.30","1","0.04"
"2426.35","1","0.04"
"2428.06","1","0.04"
"2435.12","1","0.04"
"2435.73","1","0.04"
"2437.06","1","0.04"
"2441.79","1","0.04"
"2445.87","1","0.04"
"2447.49","1","0.04"
"2448.60","1","0.04"
"2450.80","1","0.04"
"2452.88","1","0.04"
"2455.68","1","0.04"
"2457.51","1","0.04"
"2457.93","1","0.04"
"2460.98","1","0.04"
"2462.95","1","0.04"
"2465.12","1","0.04"
"2465.26","1","0.04"
"2466.05","1","0.04"
"2466.68","1","0.04"
"2470.09","1","0.04"
"2470.99","1","0.04"
"2473.76","1","0.04"
"2474.40","1","0.04"
"2474.49","1","0.04"
"2479.46","1","0.04"
"2479.97","1","0.04"
"2480.88","1","0.04"
"2485.87","1","0.04"
"2486.39","1","0.04"
"2486.64","1","0.04"
"2488.65","1","0.04"
"2488.77","1","0.04"
"2497.90","1","0.04"
"2500.86","1","0.04"
"2504.59","1","0.04"
"2505.14","1","0.04"
"2506.89","1","0.04"
"2508.24","1","0.04"
"2510.04","1","0.04"
"2511.33","1","0.04"
"2512.78","1","0.04"
"2513.39","1","0.04"
"2523.34","1","0.04"
"2525.24","1","0.04"
"2525.94","1","0.04"
"2530.45","1","0.04"
"2534.76","1","0.04"
"2537.43","1","0.04"
"2538.88","1","0.04"
"2542.45","2","0.08"
"2543.36","1","0.04"
"2544.41","1","0.04"
"2544.89","1","0.04"
"2547.30","1","0.04"
"2550.37","1","0.04"
"2551.58","1","0.04"
"2561.40","1","0.04"
"2563.57","1","0.04"
"2566.92","1","0.04"
"2568.21","1","0.04"
"2568.60","1","0.04"
"2578.05","1","0.04"
"2578.10","1","0.04"
"2581.82","1","0.04"
"2582.03","1","0.04"
"2585.60","1","0.04"
"2588.73","2","0.08"
"2590.15","1","0.04"
"2590.37","1","0.04"
"2591.43","1","0.04"
"2591.48","1","0.04"
"2593.01","1","0.04"
"2593.12","1","0.04"
"2593.56","1","0.04"
"2595.09","1","0.04"
"2595.17","1","0.04"
"2601.06","1","0.04"
"2601.56","1","0.04"
"2601.60","1","0.04"
"2602.28","1","0.04"
"2602.80","1","0.04"
"2612.40","1","0.04"
"2613.99","1","0.04"
"2619.23","1","0.04"
"2624.50","1","0.04"
"2626.98","1","0.04"
"2628.10","1","0.04"
"2631.11","1","0.04"
"2636.57","1","0.04"
"2637.78","1","0.04"
"2640.01","1","0.04"
"2640.47","1","0.04"
"2642.99","1","0.04"
"2644.21","1","0.04"
"2646.05","1","0.04"
"2653.21","1","0.04"
"2654.20","1","0.04"
"2656.90","1","0.04"
"2657.91","1","0.04"
"2660.28","1","0.04"
"2666.50","1","0.04"
"2667.13","1","0.04"
"2667.23","1","0.04"
"2667.34","1","0.04"
"2671.16","1","0.04"
"2671.77","1","0.04"
"2674.90","1","0.04"
"2678.56","1","0.04"
"2678.71","1","0.04"
"2678.78","1","0.04"
"2684.13","1","0.04"
"2689.99","1","0.04"
"2690.84","1","0.04"
"2690.97","1","0.04"
"2694.80","1","0.04"
"2696.50","1","0.04"
"2709.18","1","0.04"
"2709.53","1","0.04"
"2709.79","1","0.04"
"2711.79","1","0.04"
"2718.40","1","0.04"
"2718.99","1","0.04"
"2722.37","1","0.04"
"2722.81","1","0.04"
"2725.42","1","0.04"
"2728.77","1","0.04"
"2728.78","1","0.04"
"2731.15","1","0.04"
"2733.28","1","0.04"
"2735.20","1","0.04"
"2738.98","1","0.04"
"2745.75","1","0.04"
"2748.95","1","0.04"
"2757.24","1","0.04"
"2761.19","1","0.04"
"2762.80","1","0.04"
"2766.70","1","0.04"
"2766.97","1","0.04"
"2773.19","1","0.04"
"2779.14","1","0.04"
"2779.86","1","0.04"
"2789.51","1","0.04"
"2792.87","1","0.04"
"2800.81","1","0.04"
"2804.82","1","0.04"
"2806.27","1","0.04"
"2807.03","1","0.04"
"2808.91","1","0.04"
"2815.58","1","0.04"
"2818.00","1","0.04"
"2820.61","1","0.04"
"2822.18","1","0.04"
"2823.23","1","0.04"
"2823.59","1","0.04"
"2828.06","1","0.04"
"2835.99","1","0.04"
"2837.33","1","0.04"
"2838.62","1","0.04"
"2841.16","1","0.04"
"2841.4000000000000002220446","1","0.04"
"2841.56","1","0.04"
"2842.63","1","0.04"
"2846.81","1","0.04"
"2850.58","1","0.04"
"2858.85","1","0.04"
"2859.76","1","0.04"
"2860.07","1","0.04"
"2864.18","1","0.04"
"2875.24","1","0.04"
"2878.58","1","0.04"
"2879.29","1","0.04"
"2880.50","1","0.04"
"2885.70","1","0.04"
"2899.66","1","0.04"
"2901.09","1","0.04"
"2903.20","1","0.04"
"2910.61","1","0.04"
"2913.96","1","0.04"
"2929.72","1","0.04"
"2937.95","1","0.04"
"2938.15","1","0.04"
"2949.01","1","0.04"
"2949.56","1","0.04"
"2957.82","1","0.04"
"2959.65","1","0.04"
"2961.83","1","0.04"
"2964.05","1","0.04"
"2964.51","1","0.04"
"2968.51","1","0.04"
"2970.10","1","0.04"
"2970.14","1","0.04"
"2976.66","1","0.04"
"2981.04","1","0.04"
"2986.13","1","0.04"
"2987.49","1","0.04"
"2991.81","1","0.04"
"2991.96","1","0.04"
"2995.47","1","0.04"
"2996.18","1","0.04"
"2996.37","1","0.04"
"2996.69","1","0.04"
"2996.82","1","0.04"
"3002.09","1","0.04"
"3004.01","1","0.04"
"3010.24","1","0.04"
"3012.49","1","0.04"
"3012.96","1","0.04"
"3013.56","1","0.04"
"3014.08","1","0.04"
"3014.35","1","0.04"
"3019.20","1","0.04"
"3026.71","1","0.04"
"3027.00","1","0.04"
"3034.77","1","0.04"
"3037.54","1","0.04"
"3041.69","1","0.04"
"3046.86","1","0.04"
"3050.52","1","0.04"
"3052.66","1","0.04"
"3052.87","1","0.04"
"3055.52","1","0.04"
"3059.00","1","0.04"
"3059.57","1","0.04"
"3059.69","1","0.04"
"3060.36","1","0.04"
"3060.77","1","0.04"
"3061.58","1","0.04"
"3061.62","1","0.04"
"3061.90","1","0.04"
"3063.34","1","0.04"
"3064.87","1","0.04"
"3066.60","1","0.04"
"3073.33","1","0.04"
"3074.45","1","0.04"
"3074.68","1","0.04"
"3076.27","1","0.04"
"3082.47","1","0.04"
"3083.25","1","0.04"
"3089.74","1","0.04"
"3089.84","1","0.04"
"3093.53","1","0.04"
"3094.71","1","0.04"
"3096.94","1","0.04"
"3105.71","1","0.04"
"3105.870000000000001776357","1","0.04"
"3107.13","1","0.04"
"3111.55","1","0.04"
"3114.34","1","0.04"
"3114.77","1","0.04"
"3117.11","1","0.04"
"3117.66","1","0.04"
"3118.35","1","0.04"
"3120.79","1","0.04"
"3130.22","1","0.04"
"3134.90","1","0.04"
"3135.06","1","0.04"
"3135.38","1","0.04"
"3140.33","1","0.04"
"3149.65","1","0.04"
"3150.45","1","0.04"
"3151.31","1","0.04"
"3153.70","1","0.04"
"3158.58","1","0.04"
"3166.45","1","0.04"
"3170.28","1","0.04"
"3178.11","1","0.04"
"3179.15","1","0.04"
"3185.31","1","0.04"
"3194.17","1","0.04"
"3196.78","1","0.04"
"3199.53","1","0.04"
"3203.01","1","0.04"
"3205.80","1","0.04"
"3207.61","1","0.04"
"3208.19","1","0.04"
"3208.71","1","0.04"
"3209.39","1","0.04"
"3219.50","1","0.04"
"3222.65","1","0.04"
"3228.57","1","0.04"
"3229.28","1","0.04"
"3231.48","1","0.04"
"3232.55","1","0.04"
"3246.92","1","0.04"
"3263.92","1","0.04"
"3265.52","1","0.04"
"3268.33","1","0.04"
"3273.95","1","0.04"
"3280.18","1","0.04"
"3280.73","1","0.04"
"3290.01","1","0.04"
"3298.77","1","0.04"
"3303.85","1","0.04"
"3305.54","1","0.04"
"3312.46","1","0.04"
"3315.63","1","0.04"
"3323.12","1","0.04"
"3327.02","1","0.04"
"3336.99","1","0.04"
"3338.41","1","0.04"
"3339.00","1","0.04"
"3344.29","1","0.04"
"3346.72","1","0.04"
"3351.34","1","0.04"
"3352.07","1","0.04"
"3354.42","1","0.04"
"3354.90","1","0.04"
"3355.07","1","0.04"
"3356.90","1","0.04"
"3360.34","1","0.04"
"3361.43","1","0.04"
"3370.68","1","0.04"
"3376.03","1","0.04"
"3378.16","1","0.04"
"3378.34","1","0.04"
"3381.82","1","0.04"
"3386.78","1","0.04"
"3394.07","1","0.04"
"3400.05","1","0.04"
"3402.45","1","0.04"
"3409.06","1","0.04"
"3414.60","1","0.04"
"3425.70","1","0.04"
"3427.30","1","0.04"
"3433.27","1","0.04"
"3434.14","1","0.04"
"3436.26","1","0.04"
"3451.81","1","0.04"
"3455.32","1","0.04"
"3460.15","1","0.04"
"3461.32","1","0.04"
"3468.66","1","0.04"
"3480.63","1","0.04"
"3484.02","1","0.04"
"3486.55","1","0.04"
"3495.20","1","0.04"
"3501.07","1","0.04"
"3502.45","1","0.04"
"3505.21","1","0.04"
"3508.58","1","0.04"
"3509.78","1","0.04"
"3512.55","1","0.04"
"3513.02","1","0.04"
"3516.44","1","0.04"
"3529.19","1","0.04"
"3535.62","1","0.04"
"3546.81","1","0.04"
"3552.13","1","0.04"
"3571.60","1","0.04"
"3571.70","1","0.04"
"3581.52","1","0.04"
"3590.49","1","0.04"
"3594.48","1","0.04"
"3598.69","1","0.04"
"3616.03","1","0.04"
"3619.76","1","0.04"
"3630.62","1","0.04"
"3646.39","1","0.04"
"3652.97","1","0.04"
"3667.31","1","0.04"
"3667.44","1","0.04"
"3673.26","1","0.04"
"3676.15","1","0.04"
"3681.13","1","0.04"
"3696.76","1","0.04"
"3697.55","1","0.04"
"3703.42","1","0.04"
"3703.93","1","0.04"
"3708.72","1","0.04"
"3712.14","1","0.04"
"3722.22","1","0.04"
"3724.26","1","0.04"
"3724.48","1","0.04"
"3736.48","1","0.04"
"3740.16","1","0.04"
"3741.92","1","0.04"
"3742.89","1","0.04"
"3745.41","1","0.04"
"3749.64","1","0.04"
"3750.12","1","0.04"
"3754.90","1","0.04"
"3758.50","1","0.04"
"3762.97","1","0.04"
"3764.60","1","0.04"
"3766.27","1","0.04"
"3769.50","1","0.04"
"3772.03","1","0.04"
"3772.56","1","0.04"
"3777.98","1","0.04"
"3778.08","1","0.04"
"3778.75","1","0.04"
"3779.36","1","0.04"
"3784.62","1","0.04"
"3790.44","1","0.04"
"3790.49","1","0.04"
"3792.56","1","0.04"
"3794.61","1","0.04"
"3799.20","1","0.04"
"3799.80","1","0.04"
"3803.55","1","0.04"
"3807.15","1","0.04"
"3807.72","1","0.04"
"3810.36","1","0.04"
"3823.89","1","0.04"
"3824.87","1","0.04"
"3826.25","1","0.04"
"3827.02","1","0.04"
"3828.60","1","0.04"
"3839.36","1","0.04"
"3844.31","1","0.04"
"3850.53","1","0.04"
"3869.51","1","0.04"
"3871.04","1","0.04"
"3875.17","1","0.04"
"3882.88","1","0.04"
"3886.87","1","0.04"
"3888.44","1","0.04"
"3891.14","1","0.04"
"3891.97","1","0.04"
"3895.24","1","0.04"
"3899.16","1","0.04"
"3902.77","1","0.04"
"3914.84","1","0.04"
"3915.81","1","0.04"
"3917.34","1","0.04"
"3917.74","1","0.04"
"3917.81","1","0.04"
"3918.28","1","0.04"
"3919.37","1","0.04"
"3925.49","1","0.04"
"3948.53","1","0.04"
"3950.12","1","0.04"
"3950.96","1","0.04"
"3956.27","1","0.04"
"3957.66","1","0.04"
"3967.82","1","0.04"
"3978.72","1","0.04"
"3979.60","1","0.04"
"3982.87","1","0.04"
"3984.10","1","0.04"
"3992.67","1","0.04"
"3993.01","1","0.04"
"4009.62","1","0.04"
"4014.02","1","0.04"
"4019.44","1","0.04"
"4019.71","1","0.04"
"4019.91","1","0.04"
"4024.60","1","0.04"
"4025.59","1","0.04"
"4029.19","1","0.04"
"4031.08","1","0.04"
"4038.15","1","0.04"
"4040.81","1","0.04"
"4048.29","1","0.04"
"4053.15","1","0.04"
"4053.23","1","0.04"
"4053.69000000000000005551115","1","0.04"
"4064.45","1","0.04"
"4065.24","1","0.04"
"4067.80","1","0.04"
"4075.40","1","0.04"
"4075.95","1","0.04"
"4082.00","1","0.04"
"4093.12","1","0.04"
"4095.37","1","0.04"
"4107.85","1","0.04"
"4117.34","1","0.04"
"4120.16","1","0.04"
"4122.8300000000000002220446","1","0.04"
"4125.89","1","0.04"
"4131.73","1","0.04"
"4142.69","1","0.04"
"4142.87","1","0.04"
"4150.76","1","0.04"
"4154.95","1","0.04"
"4155.52","1","0.04"
"4158.20","1","0.04"
"4160.33","1","0.04"
"4162.56","1","0.04"
"4166.72","1","0.04"
"4199.76","1","0.04"
"4208.08","1","0.04"
"4209.35","1","0.04"
"4213.85","1","0.04"
"4219.18","1","0.04"
"4227.64","1","0.04"
"4232.12","1","0.04"
"4242.62","1","0.04"
"4255.83","1","0.04"
"4272.4100000000000002220446","1","0.04"
"4278.51","1","0.04"
"4295.11","1","0.04"
"4295.68","1","0.04"
"4296.33","1","0.04"
"4314.95","1","0.04"
"4324.03","1","0.04"
"4330.16","1","0.04"
"4332.45","1","0.04"
"4339.15","1","0.04"
"4339.66","1","0.04"
"4361.02","1","0.04"
"4377.96","1","0.04"
"4382.21","1","0.04"
"4383.72","1","0.04"
"4391.30","1","0.04"
"4391.58","1","0.04"
"4395.83","1","0.04"
"4396.90","1","0.04"
"4399.53","1","0.04"
"4400.26","1","0.04"
"4405.47","1","0.04"
"4410.10","1","0.04"
"4422.98","1","0.04"
"4430.01","1","0.04"
"4438.29","1","0.04"
"4443.15","1","0.04"
"4454.73","1","0.04"
"4456.52","1","0.04"
"4468.63","1","0.04"
"4469.22","1","0.04"
"4469.27","1","0.04"
"4487.10","1","0.04"
"4495.53","1","0.04"
"4499.85","1","0.04"
"4521.01","1","0.04"
"4526.21","1","0.04"
"4528.71","1","0.04"
"4546.37","1","0.04"
"4551.68","1","0.04"
"4562.48","1","0.04"
"4569.24","1","0.04"
"4574.92","1","0.04"
"4575.94","1","0.04"
"4583.46","1","0.04"
"4591.67","1","0.04"
"4593.26","1","0.04"
"4599.52","1","0.04"
"4603.98","1","0.04"
"4609.80","1","0.04"
"4614.02","1","0.04"
"4615.35","1","0.04"
"4616.14","1","0.04"
"4616.42","1","0.04"
"4627.48","1","0.04"
"4646.81","1","0.04"
"4648.88","1","0.04"
"4658.2300000000000008881784","1","0.04"
"4661.53","1","0.04"
"4661.63","1","0.04"
"4663.380000000000001776357","1","0.04"
"4671.20","1","0.04"
"4676.43","1","0.04"
"4678.61","1","0.04"
"4689.35","1","0.04"
"4695.59","1","0.04"
"4696.49","1","0.04"
"4713.85","1","0.04"
"4714.62","1","0.04"
"4715.42","1","0.04"
"4723.65","1","0.04"
"4723.80","1","0.04"
"4725.27","1","0.04"
"4727.57","1","0.04"
"4728.67","1","0.04"
"4729.01","1","0.04"
"4730.31","1","0.04"
"4733.62","1","0.04"
"4736.51","1","0.04"
"4754.88","1","0.04"
"4769.04","1","0.04"
"4769.31","1","0.04"
"4773.85","1","0.04"
"4775.56","1","0.04"
"4793.46","1","0.04"
"4801.85","1","0.04"
"4802.27","1","0.04"
"4802.87","1","0.04"
"4806.00","1","0.04"
"4808.01","1","0.04"
"4809.05","1","0.04"
"4814.66","1","0.04"
"4816.35","1","0.04"
"4821.89","1","0.04"
"4827.80","1","0.04"
"4828.58","1","0.04"
"4829.32","1","0.04"
"4830.00","1","0.04"
"4832.38","1","0.04"
"4833.29","1","0.04"
"4835.44","1","0.04"
"4835.71","1","0.04"
"4841.94","1","0.04"
"4844.96","1","0.04"
"4860.81","1","0.04"
"4861.95","1","0.04"
"4862.09","1","0.04"
"4866.06","1","0.04"
"4870.31","1","0.04"
"4871.09","1","0.04"
"4873.24","1","0.04"
"4879.67","1","0.04"
"4879.86","1","0.04"
"4890.1100000000000002220446","1","0.04"
"4893.11","1","0.04"
"4893.90","1","0.04"
"4898.25","1","0.04"
"4905.71","1","0.04"
"4911.53","1","0.04"
"4923.13","1","0.04"
"4923.16","1","0.04"
"4925.56","1","0.04"
"4926.37","1","0.04"
"4934.00","1","0.04"
"4937.27","1","0.04"
"4941.52","1","0.04"
"4948.11","1","0.04"
"4956.99","1","0.04"
"4960.77","1","0.04"
"4963.14","1","0.04"
"4967.07","1","0.04"
"4974.31","1","0.04"
"5008.79","1","0.04"
"5012.46","1","0.04"
"5018.78","1","0.04"
"5022.28","1","0.04"
"5029.86","1","0.04"
"5033.66","1","0.04"
"5040.28","1","0.04"
"5048.59","1","0.04"
"5050.53","1","0.04"
"5055.88","1","0.04"
"5060.44","1","0.04"
"5064.70","1","0.04"
"5078.05","1","0.04"
"5079.02","1","0.04"
"5080.04","1","0.04"
"5082.41","1","0.04"
"5089.66","1","0.04"
"5094.80","1","0.04"
"5097.28","2","0.08"
"5116.15","1","0.04"
"5116.58","1","0.04"
"5130.59","1","0.04"
"5134.89","1","0.04"
"5137.74","1","0.04"
"5139.63","1","0.04"
"5148.98","1","0.04"
"5159.40","1","0.04"
"5161.78","1","0.04"
"5167.16","1","0.04"
"5168.38","1","0.04"
"5187.13","1","0.04"
"5193.22","1","0.04"
"5199.98","1","0.04"
"5203.43","1","0.04"
"5224.07","1","0.04"
"5231.80","1","0.04"
"5239.09","1","0.04"
"5241.27","1","0.04"
"5246.67","1","0.04"
"5250.36","1","0.04"
"5254.66","1","0.04"
"5257.44","1","0.04"
"5261.19","1","0.04"
"5262.30","1","0.04"
"5266.00","1","0.04"
"5274.32","1","0.04"
"5274.46","1","0.04"
"5284.12","1","0.04"
"5297.13","1","0.04"
"5298.05","1","0.04"
"5303.53","1","0.04"
"5307.52","1","0.04"
"5307.89","1","0.04"
"5323.95","1","0.04"
"5339.03","1","0.04"
"5342.55","1","0.04"
"5351.41","1","0.04"
"5357.62","1","0.04"
"5380.22","1","0.04"
"5398.95","1","0.04"
"5399.64","1","0.04"
"5403.50","1","0.04"
"5411.36","1","0.04"
"5413.20","1","0.04"
"5424.85","1","0.04"
"5425.53","1","0.04"
"5428.25","1","0.04"
"5430.04","1","0.04"
"5431.01","1","0.04"
"5469.53","1","0.04"
"5477.20","1","0.04"
"5486.16","1","0.04"
"5487.28","1","0.04"
"5493.89","1","0.04"
"5500.03","1","0.04"
"5508.47","1","0.04"
"5519.02","1","0.04"
"5519.35","1","0.04"
"5520.30","1","0.04"
"5524.34","1","0.04"
"5532.21","1","0.04"
"5534.97","1","0.04"
"5535.09","1","0.04"
"5535.20","1","0.04"
"5536.40","1","0.04"
"5543.91","1","0.04"
"5547.83","1","0.04"
"5551.49","1","0.04"
"5553.70","1","0.04"
"5562.06","1","0.04"
"5565.4700000000000004440892","1","0.04"
"5582.79","1","0.04"
"5583.96","1","0.04"
"5592.54","1","0.04"
"5617.40","1","0.04"
"5617.79","1","0.04"
"5635.97","1","0.04"
"5637.51","1","0.04"
"5639.17","1","0.04"
"5644.07","1","0.04"
"5664.74","1","0.04"
"5666.66","1","0.04"
"5683.36","1","0.04"
"5685.67","1","0.04"
"5686.82","1","0.04"
"5697.25","1","0.04"
"5698.38","1","0.04"
"5704.14","1","0.04"
"5704.34","1","0.04"
"5706.01","1","0.04"
"5707.6000000000000004440892","1","0.04"
"5716.73","1","0.04"
"5731.87","1","0.04"
"5736.24","1","0.04"
"5741.08","1","0.04"
"5755.69","1","0.04"
"5758.71","1","0.04"
"5763.44","1","0.04"
"5763.97","1","0.04"
"5799.97","1","0.04"
"5803.30","1","0.04"
"5813.77","1","0.04"
"5822.64","1","0.04"
"5833.39","1","0.04"
"5835.68","1","0.04"
"5845.9600000000000006661338","1","0.04"
"5856.38","1","0.04"
"5866.56","1","0.04"
"5870.33","1","0.04"
"5874.46","1","0.04"
"5875.35","1","0.04"
"5887.36","1","0.04"
"5890.14","1","0.04"
"5897.90","1","0.04"
"5899.04","1","0.04"
"5900.81","1","0.04"
"5903.55","1","0.04"
"5915.73","1","0.04"
"5934.36","1","0.04"
"5935.57","1","0.04"
"5935.66","1","0.04"
"5950.89","1","0.04"
"5957.48","1","0.04"
"5959.57","1","0.04"
"5963.78","1","0.04"
"5970.47","1","0.04"
"5970.57","1","0.04"
"5980.72","1","0.04"
"5991.84","1","0.04"
"5996.16","1","0.04"
"6003.47","1","0.04"
"6009.24","1","0.04"
"6013.04","1","0.04"
"6019.77","1","0.04"
"6023.37","1","0.04"
"6035.21","1","0.04"
"6039.01","1","0.04"
"6060.38","1","0.04"
"6060.39","1","0.04"
"6071.52","1","0.04"
"6083.30","1","0.04"
"6088.84","1","0.04"
"6096.93","1","0.04"
"6097.47","1","0.04"
"6104.19","1","0.04"
"6107.18","1","0.04"
"6109.18","1","0.04"
"6156.22","1","0.04"
"6158.06","1","0.04"
"6161.21","1","0.04"
"6161.99","1","0.04"
"6172.13","1","0.04"
"6190.51","1","0.04"
"6198.89","1","0.04"
"6211.67","1","0.04"
"6225.45","1","0.04"
"6227.10","1","0.04"
"6237.46","1","0.04"
"6249.35","1","0.04"
"6256.04","1","0.04"
"6269.54","1","0.04"
"6284.99","1","0.04"
"6314.03","1","0.04"
"6320.64","1","0.04"
"6326.74","1","0.04"
"6327.51","1","0.04"
"6344.09","1","0.04"
"6378.80","1","0.04"
"6385.44","1","0.04"
"6406.99","1","0.04"
"6425.14","1","0.04"
"6437.62","1","0.04"
"6445.03","1","0.04"
"6452.83","1","0.04"
"6455.78","1","0.04"
"6458.78","1","0.04"
"6473.43","1","0.04"
"6494.31","1","0.04"
"6500.18","1","0.04"
"6528.36","1","0.04"
"6546.05","1","0.04"
"6546.74","1","0.04"
"6563.15","1","0.04"
"6574.23","1","0.04"
"6580.49","1","0.04"
"6593.81","1","0.04"
"6618.55","1","0.04"
"6628.70","1","0.04"
"6639.95","1","0.04"
"6644.85","1","0.04"
